Area,T Sub,D Sub,ID,Longitude,Latitude,Substation Number,Substation Name
p143u,p143uhs40_4_69,p143uhs40_4,p143ulv1182,-96.6558498,32.80723285,1411,MESQUITE 16
p143u,p143uhs41_4_69,p143uhs41_4,p143ulv20135,-96.67448812,32.89720923,2716,GARLAND 37
p143u,p143uhs42_4_69,p143uhs42_4,p143ulv993,-96.57247376,32.88944787,2744,ROWLETT 10
p143u,p143uhs43_4_69,p143uhs43_4,p143ulv6555,-96.66798291,32.90711179,2716,GARLAND 37
p143u,p143uhs44_4_69,p143uhs44_4,p143ulv13,-96.7075701,32.86194094,1412,GARLAND 2
p143u,p143uhs45_4_69,p143uhs45_4,p143ulv457,-96.6955852,32.82297439,1418,MESQUITE 22
p143u,p143uhs46_4_69,p143uhs46_4,p143ulv540,-96.64918893,32.82336377,1429,MESQUITE 31
p143u,p143uhs47_4_69,p143uhs47_4,p143ulv321,-96.59269695,32.86474305,2706,ROWLETT 4
p143u,p143uhs48_4_69,p143uhs48_4,p143ulv54022,-96.66555143,32.85555234,2712,GARLAND 34
p143u,p143uhs49_4_69,p143uhs49_4,p143ulv843,-96.66032223,32.87200534,2702,GARLAND 25
p143u,p143uhs4_4_69,p143uhs4_4,p143ulv3565,-96.60758162,32.86602425,2754,GARLAND 58
p143u,p143uhs50_4_69,p143uhs50_4,p143ulv115,-96.66471671,32.88506456,2733,GARLAND 49
p143u,p143uhs51_4_69,p143uhs51_4,p143ulv1227,-96.6332434,32.81908105,1407,MESQUITE 12
p143u,p143uhs52_4_69,p143uhs52_4,p143ulv1315,-96.69442244,32.87770937,2723,GARLAND 42
p143u,p143uhs53_4_69,p143uhs53_4,p143ulv114,-96.673675,32.8853849,2700,GARLAND 23
p143u,p143uhs54_4_69,p143uhs54_4,p143ulv157,-96.61622071,32.90490695,2713,GARLAND 35
p143u,p143uhs55_4_69,p143uhs55_4,p143ulv576,-96.61786467,32.81670353,1406,MESQUITE 11
p143u,p143uhs56_4_69,p143uhs56_4,p143ulv286,-96.62730211,32.87619023,2693,GARLAND 17
p143u,p143uhs57_4_69,p143uhs57_4,p143ulv1214,-96.60423479,32.83023257,2725,MESQUITE 34
p143u,p143uhs58_4_69,p143uhs58_4,p143ulv512,-96.67496745,32.81785875,1416,MESQUITE 20
p143u,p143uhs59_4_69,p143uhs59_4,p143ulv44078,-96.66823762,32.89005821,2700,GARLAND 23
p143u,p143uhs5_4_69,p143uhs5_4,p143ulv187,-96.6268416,32.88143861,2693,GARLAND 17
p143u,p143uhs60_4_69,p143uhs60_4,p143ulv588,-96.64955826,32.80217152,1426,MESQUITE 30
p143u,p143uhs61_4_69,p143uhs61_4,p143ulv312,-96.59408587,32.8751496,2706,ROWLETT 4
p143u,p143uhs62_4_69,p143uhs62_4,p143ulv474,-96.66173647,32.82463591,1417,MESQUITE 21
p143u,p143uhs63_4_69,p143uhs63_4,p143ulv860,-96.65769971,32.86770902,2702,GARLAND 25
p143u,p143uhs64_4_69,p143uhs64_4,p143ulv333,-96.61723031,32.85870247,2727,GARLAND 44
p143u,p143uhs65_4_69,p143uhs65_4,p143ulv382,-96.58263684,32.86220447,2715,ROWLETT 5
p143u,p143uhs66_4_69,p143uhs66_4,p143ulv449,-96.68591364,32.82473373,1418,MESQUITE 22
p143u,p143uhs67_4_69,p143uhs67_4,p143ulv1942,-96.70386557,32.88306127,2729,GARLAND 45
p143u,p143uhs68_4_69,p143uhs68_4,p143ulv930,-96.62008608,32.86750462,2765,GARLAND 68
p143u,p143uhs69_4_69,p143uhs69_4,p143ulv4516,-96.68015491,32.88144017,2709,GARLAND 31
p143u,p143uhs6_4_69,p143uhs6_4,p143ulv4512,-96.69024864,32.89070772,2694,GARLAND 18
p143u,p143uhs70_4_69,p143uhs70_4,p143ulv38203,-96.69337857,32.86863109,2730,GARLAND 46
p143u,p143uhs71_4_69,p143uhs71_4,p143ulv50,-96.70197964,32.84712163,1404,DALLAS 23
p143u,p143uhs72_4_69,p143uhs72_4,p143ulv57,-96.69814995,32.85381345,1427,GARLAND 3
p143u,p143uhs73_4_69,p143uhs73_4,p143ulv62,-96.68524856,32.85212444,1419,MESQUITE 23
p143u,p143uhs74_4_69,p143uhs74_4,p143ulv255,-96.67201722,32.84823806,1420,MESQUITE 24
p143u,p143uhs75_4_69,p143uhs75_4,p143ulv700,-96.65082548,32.91290246,2731,GARLAND 47
p143u,p143uhs76_4_69,p143uhs76_4,p143ulv117,-96.65075534,32.88913036,2735,GARLAND 51
p143u,p143uhs77_4_69,p143uhs77_4,p143ulv118,-96.6536851,32.89042172,2733,GARLAND 49
p143u,p143uhs78_4_69,p143uhs78_4,p143ulv121,-96.63706526,32.89083,2732,GARLAND 48
p143u,p143uhs79_4_69,p143uhs79_4,p143ulv127,-96.65042353,32.88105354,2735,GARLAND 51
p143u,p143uhs7_4_69,p143uhs7_4,p143ulv612,-96.68430027,32.89475299,2701,GARLAND 24
p143u,p143uhs80_4_69,p143uhs80_4,p143ulv2769,-96.62607374,32.91581878,2736,GARLAND 52
p143u,p143uhs81_4_69,p143uhs81_4,p143ulv139,-96.62029833,32.9115132,2767,GARLAND 70
p143u,p143uhs82_4_69,p143uhs82_4,p143ulv196,-96.61909106,32.8851326,2737,GARLAND 53
p143u,p143uhs83_4_69,p143uhs83_4,p143ulv167,-96.60264649,32.90128382,2698,GARLAND 21
p143u,p143uhs84_4_69,p143uhs84_4,p143ulv223,-96.64918776,32.87131949,2739,GARLAND 55
p143u,p143uhs85_4_69,p143uhs85_4,p143ulv4746,-96.66195774,32.84389508,2720,GARLAND 39
p143u,p143uhs86_4_69,p143uhs86_4,p143ulv337,-96.6282952,32.84422191,2740,MESQUITE 35
p143u,p143uhs87_4_69,p143uhs87_4,p143ulv280,-96.63863533,32.84964924,2740,MESQUITE 35
p143u,p143uhs88_4_69,p143uhs88_4,p143ulv281,-96.64014386,32.85037206,2741,GARLAND 56
p143u,p143uhs89_4_69,p143uhs89_4,p143ulv1625,-96.62715616,32.86029157,2692,GARLAND 16
p143u,p143uhs8_4_69,p143uhs8_4,p143ulv602,-96.58011694,32.84181373,2696,SUNNYVALE 3
p143u,p143uhs90_4_69,p143uhs90_4,p143ulv336,-96.63252922,32.84316845,2740,MESQUITE 35
p143u,p143uhs91_4_69,p143uhs91_4,p143ulv358,-96.60893538,32.84333188,2757,ROWLETT 15
p143u,p143uhs92_4_69,p143uhs92_4,p143ulv370,-96.57946119,32.89098012,2744,ROWLETT 10
p143u,p143uhs93_4_69,p143uhs93_4,p143ulv376,-96.56593759,32.88056413,2717,ROWLETT 6
p143u,p143uhs94_4_69,p143uhs94_4,p143ulv402,-96.5701498,32.85387398,2746,ROWLETT 12
p143u,p143uhs95_4_69,p143uhs95_4,p143ulv423,-96.55167209,32.85072821,2747,ROWLETT 13
p143u,p143uhs96_4_69,p143uhs96_4,p143ulv416,-96.56251147,32.84266215,2748,SUNNYVALE 4
p143u,p143uhs97_4_69,p143uhs97_4,p143ulv425,-96.5446221,32.86708352,2749,ROWLETT 14
p143u,p143uhs98_4_69,p143uhs98_4,p143ulv436,-96.68411733,32.83481012,1422,MESQUITE 26
p143u,p143uhs99_4_69,p143uhs99_4,p143ulv472,-96.66944664,32.83051585,1423,MESQUITE 27
p143u,p143uhs9_4_69,p143uhs9_4,p143ulv5364,-96.60689173,32.8804378,2697,GARLAND 20
p144u,p144uhs0_1247_69,p144uhs0_1247,p144ulv2065,-97.3407029,32.83250046,2074,FORT WORTH 19
p144u,p144uhs10_1247_69,p144uhs10_1247,p144ulv270,-97.42417482,32.78434079,2078,NAVAL AIR STATION_ JRB 8
p144u,p144uhs1_1247_69,p144uhs1_1247,p144ulv150,-97.32147785,32.86899283,2068,KELLER 12
p144u,p144uhs2_1247_69,p144uhs2_1247,p144ulv333,-97.34637219,32.8071381,2069,FORT WORTH 18
p144u,p144uhs3_1247_69,p144uhs3_1247,p144ulv257,-97.38344392,32.79699773,2070,NAVAL AIR STATION_ JRB 3
p144u,p144uhs4_1247_69,p144uhs4_1247,p144ulv397,-97.3437176,32.79842758,2069,FORT WORTH 18
p144u,p144uhs5_1247_69,p144uhs5_1247,p144ulv7,-97.39835455,32.88027876,2071,NAVAL AIR STATION_ JRB 4
p144u,p144uhs6_1247_69,p144uhs6_1247,p144ulv219,-97.42401854,32.81740338,2072,NAVAL AIR STATION_ JRB 5
p144u,p144uhs7_1247_69,p144uhs7_1247,p144ulv63,-97.37887684,32.90080034,2062,HASLET 2
p144u,p144uhs8_1247_69,p144uhs8_1247,p144ulv58,-97.38372191,32.85358511,2076,NAVAL AIR STATION_ JRB 6
p144u,p144uhs9_1247_69,p144uhs9_1247,p144ulv14,-97.43187257,32.86744715,2077,NAVAL AIR STATION_ JRB 7
p145u,p145uhs0_4_69,p145uhs0_4,p145ulv256,-96.76252045,32.60618941,1497,LANCASTER 30
p145u,p145uhs10_4_69,p145uhs10_4,p145ulv13022,-96.77615964,32.63382585,1441,LANCASTER 7
p145u,p145uhs11_4_69,p145uhs11_4,p145ulv554,-96.75639607,32.58659308,1442,LANCASTER 8
p145u,p145uhs12_4_69,p145uhs12_4,p145ulv828,-96.74842431,32.60535972,1443,LANCASTER 9
p145u,p145uhs13_4_69,p145uhs13_4,p145ulv2459,-96.72685617,32.5823302,1444,WILMER 4
p145u,p145uhs14_4_69,p145uhs14_4,p145ulv97,-96.84920756,32.60844245,1471,DESOTO 24
p145u,p145uhs15_4_69,p145uhs15_4,p145ulv32,-96.86669319,32.57558941,1494,DESOTO 33
p145u,p145uhs16_4_69,p145uhs16_4,p145ulv210,-96.84461682,32.57621495,1447,DESOTO 9
p145u,p145uhs17_4_69,p145uhs17_4,p145ulv1663,-96.75217858,32.60008252,1448,LANCASTER 10
p145u,p145uhs18_4_69,p145uhs18_4,p145ulv109,-96.81660837,32.60549132,1449,LANCASTER 11
p145u,p145uhs19_4_69,p145uhs19_4,p145ulv273,-96.73445642,32.56939776,1450,LANCASTER 12
p145u,p145uhs1_4_69,p145uhs1_4,p145ulv1188,-96.8117723,32.62835292,1484,LANCASTER 23
p145u,p145uhs20_4_69,p145uhs20_4,p145ulv5550,-96.81364393,32.61216995,1449,LANCASTER 11
p145u,p145uhs21_4_69,p145uhs21_4,p145ulv261,-96.74416627,32.61001922,1443,LANCASTER 9
p145u,p145uhs22_4_69,p145uhs22_4,p145ulv61,-96.78982769,32.63579115,1453,LANCASTER 15
p145u,p145uhs23_4_69,p145uhs23_4,p145ulv69,-96.78974751,32.62518448,1453,LANCASTER 15
p145u,p145uhs24_4_69,p145uhs24_4,p145ulv228,-96.82306589,32.58166911,1473,DESOTO 26
p145u,p145uhs25_4_69,p145uhs25_4,p145ulv1222,-96.85087212,32.61725969,1445,DESOTO 7
p145u,p145uhs26_4_69,p145uhs26_4,p145ulv1129,-96.71585581,32.61328757,1456,HUTCHINS 2
p145u,p145uhs27_4_69,p145uhs27_4,p145ulv118,-96.84697438,32.60100153,1471,DESOTO 24
p145u,p145uhs28_4_69,p145uhs28_4,p145ulv16,-96.87027565,32.5973564,1464,DESOTO 18
p145u,p145uhs29_4_69,p145uhs29_4,p145ulv15,-96.85655693,32.61122852,1459,DESOTO 14
p145u,p145uhs2_4_69,p145uhs2_4,p145ulv202,-96.77362207,32.59556601,1434,LANCASTER 4
p145u,p145uhs30_4_69,p145uhs30_4,p145ulv211,-96.84779392,32.57653095,1460,DESOTO 15
p145u,p145uhs31_4_69,p145uhs31_4,p145ulv330,-96.82977,32.64419109,1435,DESOTO 3
p145u,p145uhs32_4_69,p145uhs32_4,p145ulv143,-96.81334902,32.5933151,1462,LANCASTER 16
p145u,p145uhs33_4_69,p145uhs33_4,p145ulv1409,-96.86161841,32.6179392,1459,DESOTO 14
p145u,p145uhs34_4_69,p145uhs34_4,p145ulv4,-96.85996865,32.61234727,1459,DESOTO 14
p145u,p145uhs35_4_69,p145uhs35_4,p145ulv24,-96.86970203,32.58527206,1464,DESOTO 18
p145u,p145uhs36_4_69,p145uhs36_4,p145ulv26,-96.86599259,32.58447861,1494,DESOTO 33
p145u,p145uhs37_4_69,p145uhs37_4,p145ulv591,-96.88074162,32.57274425,1466,DESOTO 20
p145u,p145uhs38_4_69,p145uhs38_4,p145ulv45,-96.88290643,32.56129805,1467,DESOTO 21
p145u,p145uhs39_4_69,p145uhs39_4,p145ulv48,-96.85984338,32.56129608,1440,DESOTO 6
p145u,p145uhs3_4_69,p145uhs3_4,p145ulv54,-96.8293075,32.63523572,1435,DESOTO 3
p145u,p145uhs40_4_69,p145uhs40_4,p145ulv93,-96.83754922,32.61370631,1438,DESOTO 4
p145u,p145uhs41_4_69,p145uhs41_4,p145ulv170,-96.77738298,32.61266685,1470,LANCASTER 17
p145u,p145uhs42_4_69,p145uhs42_4,p145ulv116,-96.85049156,32.60005174,1471,DESOTO 24
p145u,p145uhs43_4_69,p145uhs43_4,p145ulv113,-96.84475435,32.59730297,1472,DESOTO 25
p145u,p145uhs44_4_69,p145uhs44_4,p145ulv997,-96.82992656,32.59223094,1473,DESOTO 26
p145u,p145uhs45_4_69,p145uhs45_4,p145ulv152,-96.80643734,32.6131959,1474,LANCASTER 18
p145u,p145uhs46_4_69,p145uhs46_4,p145ulv197,-96.78464497,32.59871889,1477,LANCASTER 21
p145u,p145uhs47_4_69,p145uhs47_4,p145ulv190,-96.80139801,32.60077837,1476,LANCASTER 20
p145u,p145uhs48_4_69,p145uhs48_4,p145ulv753,-96.77606251,32.59669048,1477,LANCASTER 21
p145u,p145uhs49_4_69,p145uhs49_4,p145ulv529,-96.8036827,32.5758847,1478,LANCASTER 22
p145u,p145uhs4_4_69,p145uhs4_4,p145ulv201,-96.77304283,32.59400463,1436,LANCASTER 5
p145u,p145uhs50_4_69,p145uhs50_4,p145ulv218,-96.8450302,32.56828594,1479,DESOTO 27
p145u,p145uhs51_4_69,p145uhs51_4,p145ulv243,-96.82855726,32.55005596,1480,RED OAK 1
p145u,p145uhs52_4_69,p145uhs52_4,p145ulv277,-96.75088886,32.55063785,1450,LANCASTER 12
p145u,p145uhs53_4_69,p145uhs53_4,p145ulv568,-96.69592434,32.54736958,1289,WILMER 1
p145u,p145uhs54_4_69,p145uhs54_4,p145ulv280,-96.70954745,32.54728589,1483,WILMER 6
p145u,p145uhs55_4_69,p145uhs55_4,p145ulv2577,-96.82472672,32.59726694,1495,LANCASTER 28
p145u,p145uhs56_4_69,p145uhs56_4,p145ulv11530,-96.84648557,32.62377952,1445,DESOTO 7
p145u,p145uhs57_4_69,p145uhs57_4,p145ulv14913,-96.75588068,32.58534378,1442,LANCASTER 8
p145u,p145uhs58_4_69,p145uhs58_4,p145ulv21067,-96.85154336,32.62247644,1445,DESOTO 7
p145u,p145uhs59_4_69,p145uhs59_4,p145ulv2443,-96.74091682,32.61284827,1443,LANCASTER 9
p145u,p145uhs5_4_69,p145uhs5_4,p145ulv26618,-96.76529112,32.62602158,1437,LANCASTER 6
p145u,p145uhs62_4_69,p145uhs62_4,p145ulv26205,-96.76400823,32.58533543,1442,LANCASTER 8
p145u,p145uhs64_4_69,p145uhs64_4,p145ulv2070,-96.81911451,32.60715179,1449,LANCASTER 11
p145u,p145uhs65_4_69,p145uhs65_4,p145ulv3142,-96.82117566,32.60884786,1449,LANCASTER 11
p145u,p145uhs67_4_69,p145uhs67_4,p145ulv18741,-96.74386538,32.61309428,1443,LANCASTER 9
p145u,p145uhs68_4_69,p145uhs68_4,p145ulv6654,-96.82118292,32.60005431,1495,LANCASTER 28
p145u,p145uhs6_4_69,p145uhs6_4,p145ulv380,-96.83600722,32.61061677,1438,DESOTO 4
p145u,p145uhs7_4_69,p145uhs7_4,p145ulv3015,-96.85734227,32.64698528,1367,DUNCANVILLE 9
p145u,p145uhs8_4_69,p145uhs8_4,p145ulv912,-96.84135155,32.62589546,1489,DESOTO 31
p145u,p145uhs9_4_69,p145uhs9_4,p145ulv47,-96.86781424,32.5622874,1446,DESOTO 8
p146u,p146uhs0_1247_69,p146uhs0_1247,p146ulv158,-97.41633561,32.73242515,2087,NAVAL AIR STATION_ JRB 15
p146u,p146uhs10_1247_69,p146uhs10_1247,p146ulv179,-97.44979869,32.71462433,2089,NAVAL AIR STATION_ JRB 17
p146u,p146uhs1_1247_69,p146uhs1_1247,p146ulv180,-97.45741846,32.71469219,2079,NAVAL AIR STATION_ JRB 9
p146u,p146uhs2_1247_69,p146uhs2_1247,p146ulv326,-97.42786345,32.66795634,2080,NAVAL AIR STATION_ JRB 10
p146u,p146uhs3_1247_69,p146uhs3_1247,p146ulv140,-97.42793839,32.74256465,2081,NAVAL AIR STATION_ JRB 11
p146u,p146uhs4_1247_69,p146uhs4_1247,p146ulv274,-97.53691921,32.67754551,2086,CROWLEY 4
p146u,p146uhs5_1247_69,p146uhs5_1247,p146ulv5,-97.4730562,32.77054647,2083,NAVAL AIR STATION_ JRB 12
p146u,p146uhs6_1247_69,p146uhs6_1247,p146ulv69,-97.47464379,32.7419319,2084,NAVAL AIR STATION_ JRB 13
p146u,p146uhs7_1247_69,p146uhs7_1247,p146ulv22,-97.51793968,32.75363557,2088,NAVAL AIR STATION_ JRB 16
p146u,p146uhs8_1247_69,p146uhs8_1247,p146ulv80,-97.49911302,32.72532393,2085,NAVAL AIR STATION_ JRB 14
p146u,p146uhs9_1247_69,p146uhs9_1247,p146ulv290,-97.49386829,32.63055013,2086,CROWLEY 4
p147u,p147uhs0_1247_69,p147uhs0_1247,p147ulv6522,-97.10083149,32.93796108,2090,SOUTHLAKE 1
p147u,p147uhs10_1247_69,p147uhs10_1247,p147ulv3,-97.20908094,33.02022272,2096,ROANOKE 5
p147u,p147uhs11_1247_69,p147uhs11_1247,p147ulv30,-97.17433796,33.04070779,2092,ROANOKE 4
p147u,p147uhs12_1247_69,p147uhs12_1247,p147ulv81,-97.21996917,32.92168224,2093,COLLEYVILLE 1
p147u,p147uhs13_1247_69,p147uhs13_1247,p147ulv163,-97.16346042,32.93542273,2090,SOUTHLAKE 1
p147u,p147uhs14_1247_69,p147uhs14_1247,p147ulv322,-97.1469767,32.90992739,2095,COLLEYVILLE 2
p147u,p147uhs1_1247_69,p147uhs1_1247,p147ulv200,-97.12580672,32.93515116,2090,SOUTHLAKE 1
p147u,p147uhs2_1247_69,p147uhs2_1247,p147ulv1238,-97.10395646,32.96491049,2090,SOUTHLAKE 1
p147u,p147uhs3_1247_69,p147uhs3_1247,p147ulv59,-97.2259659,32.95482908,2060,ROANOKE 2
p147u,p147uhs4_1247_69,p147uhs4_1247,p147ulv259,-97.08055421,32.93547505,1378,COPPELL 1
p147u,p147uhs5_1247_69,p147uhs5_1247,p147ulv85,-97.21109251,32.90846034,2093,COLLEYVILLE 1
p147u,p147uhs6_1247_69,p147uhs6_1247,p147ulv157,-97.17799039,32.94501482,2090,SOUTHLAKE 1
p147u,p147uhs7_1247_69,p147uhs7_1247,p147ulv93,-97.16630717,32.98746219,2092,ROANOKE 4
p147u,p147uhs8_1247_69,p147uhs8_1247,p147ulv188,-97.16169317,32.94882442,2090,SOUTHLAKE 1
p147u,p147uhs9_1247_69,p147uhs9_1247,p147ulv56,-97.21975527,32.97450149,2091,ROANOKE 3
p148u,p148uhs0_1247_69,p148uhs0_1247,p148ulv397,-96.81981705,32.79527829,1500,DALLAS 24
p148u,p148uhs10_1247_69,p148uhs10_1247,p148ulv274,-96.81481777,32.81806059,1521,DALLAS 43
p148u,p148uhs11_1247_69,p148uhs11_1247,p148ulv90,-96.7899288,32.85361137,1508,DALLAS 32
p148u,p148uhs12_1247_69,p148uhs12_1247,p148ulv24,-96.82289863,32.86282877,1509,DALLAS 33
p148u,p148uhs13_1247_69,p148uhs13_1247,p148ulv65,-96.80072861,32.86709402,1504,DALLAS 28
p148u,p148uhs14_1247_69,p148uhs14_1247,p148ulv437,-96.75162618,32.83387742,1510,DALLAS 34
p148u,p148uhs15_1247_69,p148uhs15_1247,p148ulv135,-96.74648128,32.88133421,1511,DALLAS 35
p148u,p148uhs16_1247_69,p148uhs16_1247,p148ulv303,-96.79468602,32.82542671,1512,DALLAS 36
p148u,p148uhs17_1247_69,p148uhs17_1247,p148ulv326,-96.76889248,32.82884708,1513,DALLAS 37
p148u,p148uhs18_1247_69,p148uhs18_1247,p148ulv517,-96.75084319,32.8071879,1514,DALLAS 38
p148u,p148uhs19_1247_69,p148uhs19_1247,p148ulv133,-96.76042598,32.88366883,1511,DALLAS 35
p148u,p148uhs1_1247_69,p148uhs1_1247,p148ulv400,-96.79094699,32.79871297,1505,DALLAS 29
p148u,p148uhs20_1247_69,p148uhs20_1247,p148ulv136,-96.74580376,32.88205336,1511,DALLAS 35
p148u,p148uhs21_1247_69,p148uhs21_1247,p148ulv360,-96.78368709,32.81516038,1523,DALLAS 45
p148u,p148uhs22_1247_69,p148uhs22_1247,p148ulv9550,-96.76377783,32.85939541,1524,DALLAS 46
p148u,p148uhs23_1247_69,p148uhs23_1247,p148ulv478,-96.73493216,32.82992317,1517,DALLAS 39
p148u,p148uhs24_1247_69,p148uhs24_1247,p148ulv489,-96.75910789,32.82051207,1518,DALLAS 40
p148u,p148uhs2_1247_69,p148uhs2_1247,p148ulv422,-96.79779974,32.78031187,1500,DALLAS 24
p148u,p148uhs3_1247_69,p148uhs3_1247,p148ulv257,-96.81191649,32.8254506,1502,DALLAS 26
p148u,p148uhs4_1247_69,p148uhs4_1247,p148ulv795,-96.82675006,32.83503272,1520,DALLAS 42
p148u,p148uhs5_1247_69,p148uhs5_1247,p148ulv227,-96.85846109,32.81528998,1506,DALLAS 30
p148u,p148uhs6_1247_69,p148uhs6_1247,p148ulv2,-96.79204647,32.88209819,1515,ADDISON 8
p148u,p148uhs7_1247_69,p148uhs7_1247,p148ulv396,-96.81227366,32.79563459,1500,DALLAS 24
p148u,p148uhs8_1247_69,p148uhs8_1247,p148ulv216,-96.86675508,32.83778734,1506,DALLAS 30
p148u,p148uhs9_1247_69,p148uhs9_1247,p148ulv417,-96.77005189,32.78800803,1507,DALLAS 31
p149u,p149uhs0_1247_69,p149uhs0_1247,p149ulv152,-97.08393802,33.18285209,2786,DENTON 3
p149u,p149uhs1_1247_69,p149uhs1_1247,p149ulv70,-97.07591575,33.12936597,2786,DENTON 3
p149u,p149uhs2_1247_69,p149uhs2_1247,p149ulv282,-97.00557906,33.18169311,2787,LITTLE ELM 3
p149u,p149uhs3_1247_69,p149uhs3_1247,p149ulv50,-97.12300985,33.09199056,2046,ARGYLE 2
p149u,p149uhs4_1247_69,p149uhs4_1247,p149ulv44,-97.14382785,33.09564911,2046,ARGYLE 2
p149u,p149uhs5_1247_69,p149uhs5_1247,p149ulv63,-97.11561399,33.13696203,2786,DENTON 3
p149u,p149uhs6_1247_69,p149uhs6_1247,p149ulv155,-97.06409783,33.18025352,2788,LAKE DALLAS 3
p150u,p150uhs0_1247_69,p150uhs0_1247,p150ulv255,-97.36449031,32.64987422,2104,CROWLEY 8
p150u,p150uhs10_1247_69,p150uhs10_1247,p150ulv87,-97.40723136,32.62319105,2107,CROWLEY 10
p150u,p150uhs11_1247_69,p150uhs11_1247,p150ulv2987,-97.29575945,32.61611433,2103,KENNEDALE 6
p150u,p150uhs1_1247_69,p150uhs1_1247,p150ulv80,-97.38704473,32.64477927,2107,CROWLEY 10
p150u,p150uhs2_1247_69,p150uhs2_1247,p150ulv427,-97.32072558,32.61570846,2098,CROWLEY 6
p150u,p150uhs3_1247_69,p150uhs3_1247,p150ulv288,-97.34203972,32.64069678,2098,CROWLEY 6
p150u,p150uhs4_1247_69,p150uhs4_1247,p150ulv473,-97.35196746,32.57521047,2002,BURLESON 6
p150u,p150uhs5_1247_69,p150uhs5_1247,p150ulv183,-97.37338088,32.67110404,2100,FORT WORTH 21
p150u,p150uhs6_1247_69,p150uhs6_1247,p150ulv49,-97.4248566,32.65214135,2101,CROWLEY 7
p150u,p150uhs7_1247_69,p150uhs7_1247,p150ulv15,-97.41390892,32.67317202,2080,NAVAL AIR STATION_ JRB 10
p150u,p150uhs8_1247_69,p150uhs8_1247,p150ulv272,-97.35158969,32.65496275,2104,CROWLEY 8
p150u,p150uhs9_1247_69,p150uhs9_1247,p150ulv103,-97.38490574,32.6331181,2107,CROWLEY 10
p151u,p151uhs0_1247_69,p151uhs0_1247,p151ulv178,-97.16379051,32.71477497,1964,HALTOM CITY 2
p151u,p151uhs10_1247_69,p151uhs10_1247,p151ulv354,-97.10509534,32.71384831,1964,HALTOM CITY 2
p151u,p151uhs11_1247_69,p151uhs11_1247,p151ulv8,-97.12163853,32.77890892,1964,HALTOM CITY 2
p151u,p151uhs12_1247_69,p151uhs12_1247,p151ulv2,-97.16851332,32.77089203,1964,HALTOM CITY 2
p151u,p151uhs1_1247_69,p151uhs1_1247,p151ulv419,-97.08601736,32.70536857,1569,DUNCANVILLE 14
p151u,p151uhs2_1247_69,p151uhs2_1247,p151ulv482,-97.12694901,32.68586582,1962,KENNEDALE 2
p151u,p151uhs3_1247_69,p151uhs3_1247,p151ulv69,-97.06733401,32.78122374,1374,GRAND PRAIRIE 3
p151u,p151uhs4_1247_69,p151uhs4_1247,p151ulv154,-97.13088696,32.74403257,1964,HALTOM CITY 2
p151u,p151uhs5_1247_69,p151uhs5_1247,p151ulv60,-97.07564097,32.77225193,1374,GRAND PRAIRIE 3
p151u,p151uhs6_1247_69,p151uhs6_1247,p151ulv303,-97.09037855,32.75297249,1964,HALTOM CITY 2
p151u,p151uhs7_1247_69,p151uhs7_1247,p151ulv350,-97.11103456,32.7175274,1964,HALTOM CITY 2
p151u,p151uhs8_1247_69,p151uhs8_1247,p151ulv3953,-97.05532459,32.75727984,1374,GRAND PRAIRIE 3
p151u,p151uhs9_1247_69,p151uhs9_1247,p151ulv132,-97.15360266,32.7438923,1964,HALTOM CITY 2
p152u,p152uhs0_1247_69,p152uhs0_1247,p152ulv3435,-97.19297685,33.19587588,2109,DENTON 1
p152u,p152uhs1_1247_69,p152uhs1_1247,p152ulv420,-97.17294805,33.19584133,2109,DENTON 1
p152u,p152uhs2_1247_69,p152uhs2_1247,p152ulv183,-97.14701657,33.19322228,2791,DENTON 5
p152u,p152uhs3_1247_69,p152uhs3_1247,p152ulv6831,-97.0734842,33.19580466,2794,AUBREY 5
p152u,p152uhs4_1247_69,p152uhs4_1247,p152ulv200,-97.1202369,33.18805903,2791,DENTON 5
p169u,p169uhs10_1247_69,p169uhs10_1247,p169ulv763,-97.7185501,32.41716642,2136,GRANBURY 2
p169u,p169uhs13_1247_69,p169uhs13_1247,p169ulv576,-97.77940398,32.45293096,2139,GRANBURY 3
p169u,p169uhs14_1247_69,p169uhs14_1247,p169ulv203,-97.81413131,32.73341958,2169,WEATHERFORD 7
p169u,p169uhs16_1247_69,p169uhs16_1247,p169ulv281,-97.65107007,32.99952575,1867,SPRINGTOWN 1
p169u,p169uhs1_1247_69,p169uhs1_1247,p169ulv198,-97.81431776,32.74215359,2128,WEATHERFORD 4
p169u,p169uhs23_1247_69,p169uhs23_1247,p169ulv223,-97.77116747,32.75588919,2148,WEATHERFORD 6
p169u,p169uhs24_1247_69,p169uhs24_1247,p169ulv428,-97.72259946,32.75232865,2170,WEATHERFORD 8
p169u,p169uhs25_1247_69,p169uhs25_1247,p169ulv260,-97.75800321,32.72530832,2149,ALEDO 4
p169u,p169uhs26_1247_69,p169uhs26_1247,p169ulv273,-97.81022457,32.61441737,2150,CRESSON 4
p169u,p169uhs27_1247_69,p169uhs27_1247,p169ulv541,-97.80899749,32.53151885,2151,GRANBURY 4
p169u,p169uhs28_1247_69,p169uhs28_1247,p169ulv317,-97.60549201,32.97361656,2152,AZLE 3
p169u,p169uhs29_1247_69,p169uhs29_1247,p169ulv371,-97.56261483,32.87071692,2153,AZLE 4
